,ABN,Index_Link,Legal_Name,Town/Suburb,State,Status,Size,website,revenue,expenses,causes,lastreport,religious_ref,Number_of_Responsible_Persons,Registration_Date,Date_Organisation_Established
78,15762505429,https://www.acnc.gov.au/charity/charities/5dd3388f-38af-e811-a961-000d3ad24182/profile,Toowoomba Community Baptist Church,Harristown,QLD,Registered,Medium,,0.0,0.0,General community in Australia,23 Jun 2022,1.0,9.0,03/12/2012,31/12/1874
79,55410170070,https://www.acnc.gov.au/charity/charities/a23ce388-38af-e811-a961-000d3ad24182/profile,Werris Creek And District Pre-School Association Incorporated,Werris Creek,NSW,Registered,Medium,http://werriscreekpreschool.com.au/,339350.0,312088.0,Early childhood - aged under 6; Families,28 Jul 2022,0.0,10.0,03/12/2012,01/01/1980
80,91256972804,https://www.acnc.gov.au/charity/charities/10d3388f-38af-e811-a961-000d3ad24182/profile,The Trustee For Telco Together Fund,Melbourne,VIC,Registered,Medium,http://www.telcotogether.org/,,,,,0.0,9.0,03/12/2012,01/01/2011
81,95338179361,https://www.acnc.gov.au/charity/charities/59cf388f-38af-e811-a961-000d3ad24182/profile,Adass Israel Welfare Fund,St Kilda East,VIC,Registered,Medium,,559919.0,542685.0,Adults - aged 25 to under 65; Financially disadvantaged people,24 Dec 2020,0.0,6.0,03/12/2012,01/01/2000
82,98931091610,https://www.acnc.gov.au/charity/charities/539ad295-38af-e811-a961-000d3ad24182/profile,Theatre Kimberley Incorporated,Broome,WA,Registered,Medium,http://www.theatrekimberley.org.au/,503436.0,486432.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Environment; Females; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Youth - 15 to under 25,28 Jun 2022,0.0,10.0,03/12/2012,01/01/1994
83,65007825127,https://www.acnc.gov.au/charity/charities/a1c8d964-38af-e811-a961-000d3ad24182/profile,Cooktown Kindergarten Association Inc,Cooktown,QLD,Registered,Medium,,,,,,0.0,10.0,03/12/2012,01/01/1970
84,21845437042,https://www.acnc.gov.au/charity/charities/e0f6f676-38af-e811-a961-000d3ad24182/profile,Ruby Gaea Darwin Centre Against Sexual Violence Inc,Unavailable,Unavailable,Registered,Medium,http://www.rubygaea.net.au/,0.0,0.0,Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Females; Financially disadvantaged people; Males; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Victims of crime (including family violence); Youth - 15 to under 25,23 Mar 2022,0.0,5.0,03/12/2012,01/01/1987
85,50175875841,https://www.acnc.gov.au/charity/charities/c102ed7c-38af-e811-a961-000d3ad24182/profile,The Noosa Longweekend Inc,Noosa Heads,QLD,Registered,Medium,http://wwwnoosaalive.com.au/,525468.0,475667.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Gay, lesbian, bisexual, transgender or intersex persons; People from a culturally and linguistically diverse background; People in rural/regional/remote communities",7 Mar 2022,0.0,5.0,03/12/2012,01/01/2002
86,39857367477,https://www.acnc.gov.au/charity/charities/6933e388-38af-e811-a961-000d3ad24182/profile,The Trustee For Ripponlea Endowment Fund,Dandenong,VIC,Registered,Medium,,,,,,0.0,4.0,03/12/2012,01/01/1998
87,39854265912,https://www.acnc.gov.au/charity/charities/1033e388-38af-e811-a961-000d3ad24182/profile,UCA - Woollahra & Double Bay Uniting Church,Woollahra,NSW,Registered,Medium,http://www.woollahradoublebay.org.au/,0.0,0.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Animals; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; General community in Australia; Males; People from a culturally and linguistically diverse background; Youth - 15 to under 25,17 Jan 2022,1.0,6.0,03/12/2012,01/01/1977
88,98687488656,https://www.acnc.gov.au/charity/charities/8bf4f676-38af-e811-a961-000d3ad24182/profile,Griffith Community Centre Inc,Griffith,NSW,Registered,Medium,http://www.gycc.org.au/,317411.0,207235.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; General community in Australia; Males; Migrants, refugees or asylum seekers; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; Unemployed persons; Youth - 15 to under 25",1 Nov 2021,0.0,10.0,03/12/2012,01/01/1976
89,79020077552,https://www.acnc.gov.au/charity/charities/2a30e388-38af-e811-a961-000d3ad24182/profile,Morella Community Centre Incorporated,Parafield Gardens,SA,Registered,Medium,http://morella.org.au/,,,,,0.0,14.0,03/12/2012,01/01/1984
90,27850177679,https://www.acnc.gov.au/charity/charities/763fe582-38af-e811-a961-000d3ad24182/profile,Remote & Isolated Childrens Exercise Inc,Port Augusta,SA,Registered,Medium,http://www.rice.org.au/,987803.0,626511.0,Children - aged 6 to under 15; Early childhood - aged under 6; People in rural/regional/remote communities,10 Dec 2021,0.0,13.0,03/12/2012,01/01/1976
91,33522797350,https://www.acnc.gov.au/charity/charities/f811e970-38af-e811-a961-000d3ad24182/profile,Narrabeen Community Kindergarten Incorporated,North Narrabeen,NSW,Registered,Medium,https://narrabeen-kindergarten.squarespace.com/,927211.0,845356.0,Early childhood - aged under 6,17 Aug 2022,0.0,11.0,03/12/2012,01/01/1955
92,39676350983,https://www.acnc.gov.au/charity/charities/5e37e388-38af-e811-a961-000d3ad24182/profile,The Armenian Church Of Australia In Victoria,Unavailable,Unavailable,Registered,Medium,http://www.armenianchurchmelb.com.au/,,,,,1.0,10.0,03/12/2012,01/01/1972
93,69757742979,https://www.acnc.gov.au/charity/charities/20b6e46a-38af-e811-a961-000d3ad24182/profile,Anglican Church Stirling Crafers,Crafers,SA,Registered,Medium,,0.0,0.0,General community in Australia,27 Jun 2022,1.0,10.0,03/12/2012,31/12/1877
94,50289087435,https://www.acnc.gov.au/charity/charities/ab96d295-38af-e811-a961-000d3ad24182/profile,St Paul's Anglican Church Of Australia Tamworth,Armidale,NSW,Registered,Medium,http://www.armidaleanglicandiocese.com/our-churches/,0.0,0.0,People in rural/regional/remote communities,26 Jan 2022,1.0,15.0,03/12/2012,01/01/1900
95,15763384015,https://www.acnc.gov.au/charity/charities/e4d3388f-38af-e811-a961-000d3ad24182/profile,Hogan Family Foundation,Unavailable,Unavailable,Registered,Medium,https://www.hoganfamilyfnd.com/,,,,,0.0,8.0,03/12/2012,01/01/2008
96,95204648765,https://www.acnc.gov.au/charity/charities/a3cb388f-38af-e811-a961-000d3ad24182/profile,The Trustee For Bruce Wall Estate,Hobart,TAS,Registered,Medium,,532816.0,524783.0,Adults - aged 65 and over; Animals; General community in Australia; Youth - 15 to under 25,15 Feb 2022,0.0,10.0,03/12/2012,01/01/2003
97,34008629221,https://www.acnc.gov.au/charity/charities/9c38e388-38af-e811-a961-000d3ad24182/profile,Heart Support-Australia Limited,Phillip,ACT,Registered,Medium,http://www.heartsupport.org.au/,343496.0,454463.0,"Aboriginal and Torres Strait Islander people; Adults - aged 25 to under 65; Adults - aged 65 and over; Females; Gay, lesbian, bisexual, transgender or intersex persons; Males; Migrants, refugees or asylum seekers; People from a culturally and linguistically diverse background; People in rural/regional/remote communities; People with chronic illness (including terminal illness)",13 Dec 2021,0.0,7.0,03/12/2012,01/01/1987
98,83576082636,https://www.acnc.gov.au/charity/charities/829fd295-38af-e811-a961-000d3ad24182/profile,Hillsdon Kindergarten Assoc,Taringa,QLD,Registered,Medium,http://www.hillsdonkindergarten.com.au/,,,,,0.0,3.0,03/12/2012,01/01/1962
99,83179618286,https://www.acnc.gov.au/charity/charities/c402ed7c-38af-e811-a961-000d3ad24182/profile,The Mathematical Association Of Western Australia Inc,Mirrabooka,WA,Registered,Medium,http://www.mawainc.org.au/,938919.0,927958.0,Children - aged 6 to under 15; People in rural/regional/remote communities,9 May 2022,0.0,14.0,03/12/2012,01/01/1967
100,74944819123,https://www.acnc.gov.au/charity/charities/7f96ca9b-38af-e811-a961-000d3ad24182/profile,Moving Forward DFV case management services incorporated,Hurstville,NSW,Registered,Medium,http://www.movingforward.org.au/,375173.0,304455.0,"Aboriginal and Torres Strait Islander people; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Migrants, refugees or asylum seekers; People at risk of homelessness/ people experiencing homelessness; People from a culturally and linguistically diverse background; Victims of crime (including family violence)",13 Jan 2021,0.0,2.0,03/12/2012,01/01/1986
101,91251863464,https://www.acnc.gov.au/charity/charities/77d1388f-38af-e811-a961-000d3ad24182/profile,Logan Community Care,Meadowbrook,QLD,Registered,Medium,http://www.meadowbrookchurch.com.au/,,,,,0.0,7.0,03/12/2012,01/01/1993
102,70059474567,https://www.acnc.gov.au/charity/charities/b03de388-38af-e811-a961-000d3ad24182/profile,Lane Cove Public School Parents & Citizens Association,Lane Cove,NSW,Registered,Medium,https://lanecovepublicpandc.org.au/,544453.0,536709.0,Children - aged 6 to under 15,15 Mar 2022,0.0,3.0,03/12/2012,01/01/2000
103,39957266220,https://www.acnc.gov.au/charity/charities/9f94ca9b-38af-e811-a961-000d3ad24182/profile,Sun City Care Incorporated,Karloo,WA,Registered,Medium,http://www.suncitycc.org.au/sun-city-care/,532838.0,469314.0,Financially disadvantaged people; General community in Australia; People at risk of homelessness/ people experiencing homelessness; Pre/post release offenders and/or their families,3 Jun 2022,1.0,9.0,03/12/2012,01/01/2008
104,60404417391,https://www.acnc.gov.au/charity/charities/f5d2388f-38af-e811-a961-000d3ad24182/profile,Queensland Youth And Families Support Services Inc.,Goodna,QLD,Registered,Medium,http://www.qyfss.org.au/,,,,,0.0,5.0,03/12/2012,01/01/1992
105,36879538589,https://www.acnc.gov.au/charity/charities/22d42d17-2958-ea11-a811-000d3ad1ce4e/profile,SHALIMAR PARK PRE SCHOOL ASSOCIATION INCORPORATED,Dandenong North,VIC,Registered,Medium,,607926.0,555077.0,Early childhood - aged under 6,25 May 2022,0.0,5.0,01/11/2019,01/01/1977
106,14624479518,https://www.acnc.gov.au/charity/charities/19e3b9e7-6308-ea11-a811-000d3ad1ce4e/profile,THE FARM GOLD COAST NFP LTD,Miami,QLD,Registered,Medium,http://www.thefarm.company/,327093.0,341497.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Families; People in rural/regional/remote communities; People with disabilities; Youth - 15 to under 25,25 May 2022,0.0,8.0,01/01/2019,05/03/2018
107,58925242960,https://www.acnc.gov.au/charity/charities/cef1625d-3ad1-e911-a812-000d3ad1ce4e/profile,Graceway Church,Yagoona,NSW,Registered,Medium,,,,,,1.0,4.0,28/08/2019,28/08/2019
108,15210322073,https://www.acnc.gov.au/charity/charities/5dd88457-5c97-ea11-a811-000d3ad1ce4e/profile,Conrad Foundation,Unavailable,Unavailable,Registered,Medium,,766595.0,13184.0,Animals,30 Jan 2022,0.0,2.0,15/05/2020,15/05/2020
109,27639086749,https://www.acnc.gov.au/charity/charities/65062c69-e461-eb11-89f5-000d3ad1ce4e/profile,NAZARETH SUPPORT LTD.,Camberwell,VIC,Registered,Medium,http://sistersofnazareth.com/,810410.0,810410.0,Adults - aged 65 and over; General community in Australia,28 Jan 2022,1.0,3.0,19/11/2020,13/02/2020
110,42645336534,https://www.acnc.gov.au/charity/charities/1d1eb095-1865-eb11-b0b0-000d3ad1cd99/profile,Coalition for Conservation Incorporated,Unavailable,Unavailable,Registered,Medium,https://www.coalitionforconservation.com.au/,,,,,0.0,5.0,02/02/2021,11/04/2018
111,28632144962,https://www.acnc.gov.au/charity/charities/8e70d421-f5ea-e911-a811-000d3ad1ce4e/profile,BRIDGECARE LTD,Bridgeman Downs,QLD,Registered,Medium,,280640.0,151813.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People with chronic illness (including terminal illness); People with disabilities; Pre/post release offenders and/or their families; Unemployed persons; Youth - 15 to under 25,20 Jan 2022,0.0,7.0,28/06/2019,21/03/2019
112,19628166218,https://www.acnc.gov.au/charity/charities/ff227d0b-34db-e911-a812-000d3ad1ce4e/profile,RAINBOW FIELDS LIMITED,Sydney,NSW,Registered,Medium,https://rippling.org.au/,704690.0,503746.0,Other charities,9 Dec 2021,0.0,7.0,19/10/2018,14/08/2018
113,52166526533,https://www.acnc.gov.au/charity/charities/517590af-8d84-ea11-a812-000d3ad1ce4e/profile,SOUTH GIPPSLAND LANDCARE NETWORK,Leongatha,VIC,Registered,Medium,http://www.sgln.net.au/,,,,,0.0,10.0,03/12/2012,20/08/2008
114,39309241168,https://www.acnc.gov.au/charity/charities/12745caa-bbb9-ea11-a812-000d3ad1ce4e/profile,JACARANDA PRESCHOOL INC,Lalor,VIC,Registered,Medium,http://www.jacarandakinder.com.au/,871276.0,867850.0,Early childhood - aged under 6,1 Mar 2022,0.0,9.0,01/07/2019,01/01/1995
115,71640734390,https://www.acnc.gov.au/charity/charities/7ea5a3e3-4ea5-ea11-a812-000d3ad1ce4e/profile,DEADLYSCIENCE LTD,Port Macquarie,NSW,Registered,Medium,https://deadlyscience.org.au/,534735.0,213573.0,Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Males; People at risk of homelessness/ people experiencing homelessness; People in rural/regional/remote communities; People with disabilities; Youth - 15 to under 25,12 Jan 2022,0.0,6.0,23/04/2020,23/04/2020
116,71636539038,https://www.acnc.gov.au/charity/charities/b15f59d5-bc47-ea11-a813-000d3ad1ce4e/profile,THE GOOD BUSINESS FOUNDATION LTD,Camberwell,VIC,Registered,Medium,http://www.goodbusinessfoundation.com.au/,,,,,0.0,4.0,22/10/2019,01/10/2019
117,17304965150,https://www.acnc.gov.au/charity/charities/d6112674-9369-ea11-a811-000d3ad1ce4e/profile,Sankat Mochan Samiti Inc.,Huntingdale,VIC,Registered,Medium,http://www.sankatmochan.org.au/,349136.0,121976.0,Adults - aged 25 to under 65; Adults - aged 65 and over; Children - aged 6 to under 15; Families; Victims of crime (including family violence); Youth - 15 to under 25,31 Jan 2022,0.0,3.0,01/07/2016,27/04/2009
118,90705014040,https://www.acnc.gov.au/charity/charities/d9e57de7-9ffc-ea11-a812-000d3ad1ce4e/profile,Mirarr Charitable Trust,Jabiru,NT,Registered,Medium,,340407.0,0.0,Aboriginal and Torres Strait Islander people,15 Jul 2022,0.0,5.0,23/09/2019,04/10/2004
119,90866717164,https://www.acnc.gov.au/charity/charities/b6a59250-69db-ea11-a814-000d3ad1ce4e/profile,Burton Street Property Trust,Randwick,NSW,Registered,Medium,,,,,,0.0,5.0,01/07/2016,01/11/1990
120,50894939393,https://www.acnc.gov.au/charity/charities/d94b1e6f-03dd-ea11-a815-000d3ad1ce4e/profile,COAST COMMUNITY PRESCHOOLS INCORPORATED,Berkeley Vale,NSW,Registered,Medium,http://www.coastpreschools.org.au/,459695.0,406177.0,Early childhood - aged under 6; Families; Financially disadvantaged people; General community in Australia,28 Jan 2022,1.0,8.0,22/08/2019,22/08/2019
121,27786768623,https://www.acnc.gov.au/charity/charities/235526ab-39f3-ea11-a815-000d3ad1ce4e/profile,ETON FARM EDUCATION,Serpentine,WA,Registered,Medium,http://www.etonfarmeducation.com.au/,401675.0,353920.0,"Aboriginal and Torres Strait Islander people; Children - aged 6 to under 15; Early childhood - aged under 6; Families; Females; Financially disadvantaged people; Gay, lesbian, bisexual, transgender or intersex persons; Males; People from a culturally and linguistically diverse background; People with disabilities",29 Mar 2022,0.0,11.0,01/06/2020,07/12/2017
122,96637910411,https://www.acnc.gov.au/charity/charities/cc96819c-283b-ea11-a813-000d3ad1ce4e/profile,EMMANUEL CITY MISSION LTD,South Brisbane,QLD,Registered,Medium,http://www.ecm.org.au/,,,,,0.0,11.0,20/12/2019,06/12/2019
123,11407452786,https://www.acnc.gov.au/charity/charities/e2fd13d2-423e-ea11-a813-000d3ad1ce4e/profile,MERCY METHODIST CHURCH,Wishart,QLD,Registered,Medium,,734395.0,1048439.0,Children - aged 6 to under 15; Early childhood - aged under 6; Families; General community in Australia,10 Nov 2021,1.0,9.0,29/12/2019,29/12/2019
